,address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y,geometry
262,서울 동작구 상도동 320-21,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,60,525622050,1522-3232,스타벅스 신대방삼거리역점,http://place.map.kakao.com/525622050,서울 동작구 상도로 102,126.93187915489521,37.50020359704819,POINT (126.93187915489521 37.50020359704819)
263,서울 영등포구 여의도동 55-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,34,2029288865,1522-3232,스타벅스 샛강역점,http://place.map.kakao.com/2029288865,서울 영등포구 여의대방로 376,126.931278962704,37.5183656988847,POINT (126.931278962704 37.5183656988847)
264,서울 영등포구 여의도동 43-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,219,26489322,1522-3232,스타벅스 동여의도점,http://place.map.kakao.com/26489322,,126.931652436918,37.520640948106,POINT (126.931652436918 37.520640948106)
265,서울 영등포구 여의도동 44-22,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,275,13046702,,스타벅스 여의도호성점,http://place.map.kakao.com/13046702,서울 영등포구 여의대방로65길 24,126.929227272463,37.5204881513529,POINT (126.929227272463 37.5204881513529)
267,서울 영등포구 여의도동 525,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,175,409179879,1522-3232,스타벅스 여의도브라이튼점,http://place.map.kakao.com/409179879,서울 영등포구 국제금융로 39,126.930065229557,37.5244089124397,POINT (126.930065229557 37.5244089124397)
272,서울 마포구 창전동 130,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,105,1572099327,,스타벅스 서강광흥창역점,http://place.map.kakao.com/1572099327,서울 마포구 서강로 69,126.931657893743,37.5493756625598,POINT (126.931657893743 37.5493756625598)
273,서울 마포구 노고산동 54-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,323,1132693025,1522-3232,스타벅스 신촌오거리점,http://place.map.kakao.com/1132693025,서울 마포구 신촌로16길 10,126.934699199575,37.5551906225976,POINT (126.934699199575 37.5551906225976)
274,서울 서대문구 연희동 87-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,331,26571462,1522-3232,스타벅스 연희DT점,http://place.map.kakao.com/26571462,서울 서대문구 연희로 144,126.933848477923,37.5701683129101,POINT (126.933848477923 37.5701683129101)
275,서울 은평구 대조동 15-9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,77,1484410257,1522-3232,스타벅스 불광역점,http://place.map.kakao.com/1484410257,서울 은평구 통일로 715,126.930302807418,37.6094351176591,POINT (126.930302807418 37.6094351176591)
276,서울 동작구 노량진동 62-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,349,66183033,1522-3232,스타벅스 노량진역점,http://place.map.kakao.com/66183033,서울 동작구 노량진로 134,126.940875235694,37.5133910456679,POINT (126.940875235694 37.5133910456679)
277,서울 마포구 신수동 63-14,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,244,25115119,1522-3232,스타벅스 서강대점,http://place.map.kakao.com/25115119,서울 마포구 백범로 23,126.93766671300212,37.55233065760533,POINT (126.93766671300212 37.55233065760533)
278,서울 서대문구 창천동 30-33,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,153,1864551274,1522-3232,스타벅스 현대신촌점,http://place.map.kakao.com/1864551274,서울 서대문구 신촌로 83,126.93570925922158,37.55585971703117,POINT (126.93570925922158 37.55585971703117)
279,서울 서대문구 창천동 29-81,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,162,707616997,1522-3232,스타벅스 신촌로점,http://place.map.kakao.com/707616997,서울 서대문구 신촌로 109,126.93808260417968,37.555754667768944,POINT (126.93808260417968 37.555754667768944)
281,서울 서대문구 창천동 18-55,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,194,10538396,1522-3232,스타벅스 신촌점,http://place.map.kakao.com/10538396,서울 서대문구 연세로 10-1,126.937110958522,37.5564857641334,POINT (126.937110958522 37.5564857641334)
282,서울 서대문구 창천동 72-12,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,247,1907611374,1522-3232,스타벅스 신촌역점,http://place.map.kakao.com/1907611374,서울 서대문구 신촌로 73,126.93468241875944,37.55626370127929,POINT (126.93468241875944 37.55626370127929)
284,서울 서대문구 창천동 13-19,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,357,12695523,1522-3232,스타벅스 신촌명물거리점,http://place.map.kakao.com/12695523,서울 서대문구 명물길 24,126.938155627947,37.5577765440044,POINT (126.938155627947 37.5577765440044)
285,서울 서대문구 창천동 33-9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,60,10538286,1522-3232,스타벅스 연대점,http://place.map.kakao.com/10538286,서울 서대문구 연세로 35,126.936715226399,37.558712817702,POINT (126.936715226399 37.558712817702)
288,서울 서대문구 신촌동 134,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,118,27126790,1522-3232,스타벅스 연세백양로점,http://place.map.kakao.com/27126790,서울 서대문구 연세로 50,126.9374315545726,37.56288121015615,POINT (126.9374315545726 37.56288121015615)
290,서울 은평구 녹번동 19-121,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,145,893937633,1522-3232,스타벅스 녹번역점,http://place.map.kakao.com/893937633,서울 은평구 통일로 636,126.93529131644075,37.6033346541093,POINT (126.93529131644075 37.6033346541093)
291,서울 은평구 진관동 2-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,85,811506917,,스타벅스 진관DT점,http://place.map.kakao.com/811506917,서울 은평구 연서로 645,126.93623771397137,37.650144125590586,POINT (126.93623771397137 37.650144125590586)
292,서울 관악구 봉천동 927-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,91,1343076754,1522-3232,스타벅스 봉천역,http://place.map.kakao.com/1343076754,서울 관악구 남부순환로 1730,126.94228157472476,37.48203672006856,POINT (126.94228157472476 37.48203672006856)
293,서울 동작구 상도동 27-14,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,23,1371895236,1522-3232,스타벅스 상도대로점,http://place.map.kakao.com/1371895236,서울 동작구 상도로 218,126.942911926829,37.5050271208664,POINT (126.942911926829 37.5050271208664)
295,서울 동작구 노량진동 333,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,356,1086947915,1522-3232,스타벅스 노량진동점,http://place.map.kakao.com/1086947915,서울 동작구 노량진로 190,126.94648794001702,37.51311711356294,POINT (126.94648794001702 37.51311711356294)
296,서울 마포구 용강동 112-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,33,1279375864,1522-3232,스타벅스 마포용강동점,http://place.map.kakao.com/1279375864,서울 마포구 토정로 295,126.94213983925681,37.541174063448715,POINT (126.94213983925681 37.541174063448715)
297,서울 마포구 도화동 50-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,354,7968246,1522-3232,스타벅스 마포일진빌딩점,http://place.map.kakao.com/7968246,서울 마포구 마포대로 45,126.946334987977,37.540319193648,POINT (126.946334987977 37.540319193648)
298,서울 마포구 대흥동 111-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,287,184349526,,스타벅스 서강대흥역점,http://place.map.kakao.com/184349526,서울 마포구 백범로 89,126.94154932438668,37.54824481409055,POINT (126.94154932438668 37.54824481409055)
299,서울 마포구 신수동 1-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,105,892961860,02-702-3804,스타벅스 서강대프라자점,http://place.map.kakao.com/892961860,서울 마포구 백범로 35,126.94309636843822,37.55107290278261,POINT (126.94309636843822 37.55107290278261)
301,서울 서대문구 신촌동 134,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,266,7961931,1522-3232,스타벅스 연세종합관점,http://place.map.kakao.com/7961931,서울 서대문구 연세로 50-1,126.94111908833692,37.561468542290605,POINT (126.94111908833692 37.561468542290605)
302,서울 서대문구 대현동 54-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,328,725420477,1522-3232,스타벅스 이대점,http://place.map.kakao.com/725420477,서울 서대문구 이화여대길 34,126.94594397093421,37.55845341147771,POINT (126.94594397093421 37.55845341147771)
304,서울 서대문구 홍제동 301-19,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,299,143734770,1522-3232,스타벅스 홍제역점,http://place.map.kakao.com/143734770,서울 서대문구 통일로 451,126.943945274312,37.5886258931952,POINT (126.943945274312 37.5886258931952)
306,서울 관악구 봉천동 869-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,296,17127069,1522-3232,스타벅스 서울대입구역점,http://place.map.kakao.com/17127069,서울 관악구 남부순환로 1812,126.951342964083,37.4811758306639,POINT (126.951342964083 37.4811758306639)
307,서울 관악구 봉천동 861-6,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,321,1594953144,1522-3232,스타벅스 서울대역,http://place.map.kakao.com/1594953144,서울 관악구 남부순환로 1817,126.951962262615,37.4816085683419,POINT (126.951962262615 37.4816085683419)
308,서울 관악구 봉천동 465-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,72,923050710,1522-3232,스타벅스 봉천현대시장,http://place.map.kakao.com/923050710,서울 관악구 은천로 118,126.94828205055107,37.48659860161536,POINT (126.94828205055107 37.48659860161536)
309,서울 동작구 상도1동 666-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,273,432578365,1522-3232,스타벅스 상도역점,http://place.map.kakao.com/432578365,서울 동작구 상도로37길 1,126.948458342683,37.5031934221037,POINT (126.948458342683 37.5031934221037)
312,서울 마포구 도화동 563,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,84,8439651,1522-3232,스타벅스 마포아크로점,http://place.map.kakao.com/8439651,서울 마포구 마포대로 68,126.94908487325185,37.54149982001203,POINT (126.94908487325185 37.54149982001203)
314,서울 마포구 도화동 22,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,276,26900353,1522-3232,스타벅스 공덕오거리점,http://place.map.kakao.com/26900353,서울 마포구 마포대로 86,126.950678348338,37.5427754107362,POINT (126.950678348338 37.5427754107362)
315,서울 마포구 염리동 168-9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,290,1648263805,,스타벅스 마포염리점,http://place.map.kakao.com/1648263805,서울 마포구 독막로 311,126.947676729406,37.5438769421546,POINT (126.947676729406 37.5438769421546)
317,서울 서대문구 대현동 45-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,289,718205768,1522-3232,스타벅스 이대역점,http://place.map.kakao.com/718205768,서울 서대문구 신촌로 183,126.946323012611,37.5570209988713,POINT (126.946323012611 37.5570209988713)
319,서울 서대문구 대현동 11-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,256,11116783,,스타벅스 이대ECC점,http://place.map.kakao.com/11116783,서울 서대문구 이화여대길 52,126.9476665984025,37.56160407256397,POINT (126.9476665984025 37.56160407256397)
322,서울 서대문구 대신동 115,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,332,17127094,,스타벅스 연대동문점,http://place.map.kakao.com/17127094,서울 서대문구 성산로 565,126.946329787722,37.5665093968954,POINT (126.946329787722 37.5665093968954)
324,서울 은평구 진관동 277-11,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,168,76206032,1522-3232,스타벅스 더북한산점,http://place.map.kakao.com/76206032,서울 은평구 대서문길 24-11,126.947556601185,37.6554573891378,POINT (126.947556601185 37.6554573891378)
326,서울 관악구 봉천동 856-6,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,177,2074224653,1522-3232,스타벅스 관악서울대입구R점,http://place.map.kakao.com/2074224653,서울 관악구 관악로 158,126.952809411366,37.4793095346793,POINT (126.952809411366 37.4793095346793)
327,서울 관악구 봉천동 852-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,332,643067406,1522-3232,스타벅스 서울대입구역8번출구점,http://place.map.kakao.com/643067406,서울 관악구 남부순환로 1831,126.95367315277564,37.4811812723318,POINT (126.95367315277564 37.4811812723318)
331,서울 동작구 상도동 501-9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,111,10538394,1522-3232,스타벅스 숭실대점,http://place.map.kakao.com/10538394,서울 동작구 사당로 4,126.954861906699,37.4954167553415,POINT (126.954861906699 37.4954167553415)
332,서울 동작구 상도동 475-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,141,27332485,1522-3232,스타벅스 숭실대입구역점,http://place.map.kakao.com/27332485,서울 동작구 상도로 354,126.952757658619,37.4968611472544,POINT (126.952757658619 37.4968611472544)
333,서울 마포구 신공덕동 173,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,117,17127071,1522-3232,스타벅스 마포이마트점,http://place.map.kakao.com/17127071,서울 마포구 백범로 212,126.953312882876,37.5422863379749,POINT (126.953312882876 37.5422863379749)
335,서울 마포구 공덕동 254-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,74,1201355052,1522-3232,스타벅스 공덕점,http://place.map.kakao.com/1201355052,서울 마포구 마포대로 130,126.952953039723,37.5459118163509,POINT (126.952953039723 37.5459118163509)
336,서울 마포구 아현동 618-19,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,59,1273658183,1522-3232,스타벅스 마포경찰서후문점,http://place.map.kakao.com/1273658183,서울 마포구 마포대로 173-14,126.953429793163,37.5507990220317,POINT (126.953429793163 37.5507990220317)
337,서울 마포구 아현동 738,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,282,8403569,1522-3232,스타벅스 애오개역점,http://place.map.kakao.com/8403569,서울 마포구 마포대로 201,126.95568767065,37.5523568157921,POINT (126.95568767065 37.5523568157921)
338,서울 마포구 아현동 330-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,264,1676336171,1522-3232,스타벅스 아현역대로점,http://place.map.kakao.com/1676336171,서울 마포구 신촌로 262,126.954829281311,37.5570524904706,POINT (126.954829281311 37.5570524904706)
340,서울 서대문구 북아현동 1015,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,249,447976009,1522-3232,스타벅스 아현역점,http://place.map.kakao.com/447976009,서울 서대문구 신촌로35길 10,126.95613804296282,37.55821617134766,POINT (126.95613804296282 37.55821617134766)
342,서울 관악구 봉천동 1660-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,117,1870541602,1522-3232,스타벅스 낙성대역점,http://place.map.kakao.com/1870541602,서울 관악구 남부순환로 1908,126.96113243610868,37.47777634476014,POINT (126.96113243610868 37.47777634476014)
343,서울 동작구 흑석동 205-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,235,1746397370,,스타벅스 중앙대점,http://place.map.kakao.com/1746397370,서울 동작구 흑석로 75-1,126.958134851629,37.5069760639586,POINT (126.958134851629 37.5069760639586)
345,서울 용산구 한강로3가 16-9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,142,1727621360,1522-3232,스타벅스 용산전자랜드점,http://place.map.kakao.com/1727621360,서울 용산구 청파로 74,126.96106885104214,37.53275296215995,POINT (126.96106885104214 37.53275296215995)
347,서울 종로구 교북동 126,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,265,752042017,1522-3232,스타벅스 독립문역점,http://place.map.kakao.com/752042017,서울 종로구 송월길 155,126.9615683448808,37.57135098388506,POINT (126.9615683448808 37.57135098388506)
348,서울 관악구 봉천동 1657-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,271,427369680,,스타벅스 낙성대DT점,http://place.map.kakao.com/427369680,서울 관악구 남부순환로 1948,126.965138754993,37.4761819067065,POINT (126.965138754993 37.4761819067065)
350,서울 용산구 한강로2가 420,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,57,255305228,1522-3232,스타벅스 용산역써밋R점,http://place.map.kakao.com/255305228,서울 용산구 한강대로 69,126.96564776307117,37.5274384741024,POINT (126.96564776307117 37.5274384741024)
351,서울 용산구 한강로3가 40-999,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,141,1529152481,1522-3232,스타벅스 용산아이파크몰6F점,http://place.map.kakao.com/1529152481,서울 용산구 한강대로23길 55,126.96435058321899,37.52890582156534,POINT (126.96435058321899 37.52890582156534)
352,서울 용산구 한강로3가 40-999,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,143,1341851081,1522-3232,스타벅스 용산아이파크몰1F점,http://place.map.kakao.com/1341851081,서울 용산구 한강대로23길 55,126.96449874333416,37.52899957036044,POINT (126.96449874333416 37.52899957036044)
353,서울 용산구 한강로2가 332-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,151,466802634,1522-3232,스타벅스 신용산역점,http://place.map.kakao.com/466802634,서울 용산구 한강대로 95,126.966652969927,37.5286244805807,POINT (126.966652969927 37.5286244805807)
354,서울 용산구 한강로3가 40-999,CE7,카페,음식점 > 카페,218,628013416,,스타벅스 용산이마트,http://place.map.kakao.com/628013416,서울 용산구 한강대로23길 55,126.964741616619,37.529771801479,POINT (126.964741616619 37.529771801479)
355,서울 용산구 한강로3가 63-391,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,241,608431004,1522-3232,스타벅스 용산해링턴스퀘어점,http://place.map.kakao.com/608431004,서울 용산구 서빙고로 17,126.96735080889654,37.52646587506673,POINT (126.96735080889654 37.52646587506673)
357,서울 용산구 원효로1가 133-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,244,1388743752,1522-3232,스타벅스 용산리첸시아점,http://place.map.kakao.com/1388743752,서울 용산구 백범로 341,126.96727323642139,37.53829780050673,POINT (126.96727323642139 37.53829780050673)
358,서울 용산구 효창동 287,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,282,1353843503,1522-3232,스타벅스 효창공원앞역점,http://place.map.kakao.com/1353843503,서울 용산구 백범로 313,126.96339647660712,37.538970610627175,POINT (126.96339647660712 37.538970610627175)
360,서울 용산구 청파동3가 115,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,123,629289362,1522-3232,스타벅스 숙명여대정문점,http://place.map.kakao.com/629289362,서울 용산구 청파로47길 99,126.964939368829,37.5447699127161,POINT (126.964939368829 37.5447699127161)
361,서울 용산구 서계동 238-4,CE7,카페,음식점 > 카페 > 테마카페 > 무인카페,298,1233334620,,스타벅스캡슐무인카페 서울역점,http://place.map.kakao.com/1233334620,서울 용산구 청파로85길 50,126.96623474238,37.5529090107114,POINT (126.96623474238 37.5529090107114)
363,서울 용산구 서계동 219-17,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,302,432587195,1522-3232,스타벅스 서울역서부점,http://place.map.kakao.com/432587195,서울 용산구 만리재로 202,126.96846445791682,37.55493957542293,POINT (126.96846445791682 37.55493957542293)
364,서울 서대문구 충정로3가 464,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,97,12385467,1522-3232,스타벅스 충정타워점,http://place.map.kakao.com/12385467,서울 서대문구 서소문로 21,126.964271243665,37.5600362236744,POINT (126.964271243665 37.5600362236744)
365,서울 서대문구 충정로3가 470,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,284,17884757,1522-3232,스타벅스 충정로역점,http://place.map.kakao.com/17884757,,126.963292618166,37.5615604100236,POINT (126.963292618166 37.5615604100236)
366,서울 서대문구 충정로2가 191,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,31,7968067,1522-3232,스타벅스 경기대점,http://place.map.kakao.com/7968067,서울 서대문구 충정로 53,126.96469505712226,37.563733140281016,POINT (126.96469505712226 37.563733140281016)
368,서울 종로구 평동 222,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,340,41118031,1522-3232,스타벅스 서대문역,http://place.map.kakao.com/41118031,서울 종로구 통일로 134,126.966255639961,37.5667978843786,POINT (126.966255639961 37.5667978843786)
369,서울 종로구 평동 73,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,177,1296092080,1522-3232,스타벅스 강북삼성병원점,http://place.map.kakao.com/1296092080,서울 종로구 새문안로 29,126.966956766014,37.5682811217099,POINT (126.966956766014 37.5682811217099)
371,서울 종로구 평동 60,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,257,471287510,1522-3232,스타벅스 강북삼성병원1층점,http://place.map.kakao.com/471287510,서울 종로구 새문안로 29,126.96786560552465,37.56851022547468,POINT (126.96786560552465 37.56851022547468)
372,서울 종로구 평동 164,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,269,657553679,1522-3232,스타벅스 서대문적십자점,http://place.map.kakao.com/657553679,서울 종로구 새문안로 9,126.967203059937,37.5667630125266,POINT (126.967203059937 37.5667630125266)
373,서울 중구 충정로1가 68,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,347,10537603,,스타벅스 문화일보점,http://place.map.kakao.com/10537603,서울 중구 새문안로 22,126.96861433364,37.5672670528218,POINT (126.96861433364 37.5672670528218)
375,서울 종로구 평창동 220,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,294,1846455949,1522-3232,스타벅스 종로평창동점,http://place.map.kakao.com/1846455949,서울 종로구 평창12길 3,126.96723672917432,37.60616794466298,POINT (126.96723672917432 37.60616794466298)
376,서울 동작구 사당동 252-15,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,197,901127235,,스타벅스 남성역점,http://place.map.kakao.com/901127235,서울 동작구 사당로 219,126.972660704042,37.4841596193623,POINT (126.972660704042 37.4841596193623)
377,서울 용산구 이촌동 302-60,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,299,17884762,1522-3232,스타벅스 동부이촌동점,http://place.map.kakao.com/17884762,서울 용산구 이촌로 198,126.9690443188777,37.52108554442141,POINT (126.9690443188777 37.52108554442141)
378,서울 용산구 용산동5가 24,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,76,508176709,1522-3232,스타벅스 용산파크타워점,http://place.map.kakao.com/508176709,서울 용산구 서빙고로 67,126.97041762644638,37.5239168467083,POINT (126.97041762644638 37.5239168467083)
382,서울 용산구 갈월동 90-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,210,1706991930,1522-3232,스타벅스 남영동,http://place.map.kakao.com/1706991930,서울 용산구 한강대로 275,126.972290762187,37.5428761638741,POINT (126.972290762187 37.5428761638741)
383,서울 용산구 갈월동 69-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,332,13018524,1522-3232,스타벅스 숙대입구역점,http://place.map.kakao.com/13018524,서울 용산구 한강대로 291,126.971946258475,37.5442492056723,POINT (126.971946258475 37.5442492056723)
385,서울 용산구 동자동 45,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,234,23773454,1522-3232,스타벅스 서울역동자동점,http://place.map.kakao.com/23773454,서울 용산구 한강대로 372,126.97281937843152,37.55171508560799,POINT (126.97281937843152 37.55171508560799)
386,서울 용산구 동자동 43-205,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,139,67078466,1522-3232,스타벅스 서울역사점,http://place.map.kakao.com/67078466,서울 용산구 청파로 378,126.972025138969,37.55421336754721,POINT (126.972025138969 37.55421336754721)
388,서울 중구 남대문로5가 84-11,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,356,2129835684,,스타벅스 연세세브란스점,http://place.map.kakao.com/2129835684,서울 중구 통일로 10,126.973539447106,37.5572059295871,POINT (126.973539447106 37.5572059295871)
389,서울 중구 순화동 151,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,124,10536363,,스타벅스 순화동더샵점,http://place.map.kakao.com/10536363,서울 중구 칠패로 27,126.971822619955,37.5600707032207,POINT (126.971822619955 37.5600707032207)
390,서울 중구 순화동 53,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,218,1073495846,1522-3232,스타벅스 이마트타워점,http://place.map.kakao.com/1073495846,서울 중구 세종대로7길 37,126.972490133844,37.5607511132677,POINT (126.972490133844 37.5607511132677)
391,서울 중구 남대문로5가 6-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,259,10537564,1522-3232,스타벅스 숭례문점,http://place.map.kakao.com/10537564,서울 중구 세종대로 17,126.97344839957846,37.55863398977606,POINT (126.97344839957846 37.55863398977606)
392,서울 중구 서소문동 135,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,311,10538288,1522-3232,스타벅스 퍼시픽타워점,http://place.map.kakao.com/10538288,서울 중구 세종대로9길 41,126.97323238797523,37.56135405071565,POINT (126.97323238797523 37.56135405071565)
393,서울 중구 남대문로4가 45,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,316,1358426450,,스타벅스 대한상공회의소R점,http://place.map.kakao.com/1358426450,서울 중구 세종대로 39,126.973702240748,37.5609378958064,POINT (126.973702240748 37.5609378958064)
395,서울 중구 서소문동 136,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,355,26410045,1522-3232,스타벅스 서소문로점,http://place.map.kakao.com/26410045,서울 중구 서소문로 120,126.9744745874965,37.56294278280919,POINT (126.9744745874965 37.56294278280919)
396,서울 종로구 신문로2가 89-27,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,50,914760655,,스타벅스 정동점,http://place.map.kakao.com/914760655,서울 종로구 새문안로 42,126.970059273095,37.5685477430101,POINT (126.970059273095 37.5685477430101)
401,서울 종로구 당주동 128-27,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,205,506743578,1522-3232,스타벅스 경희궁로점,http://place.map.kakao.com/506743578,서울 종로구 새문안로3길 15,126.97229254565359,37.57168104918171,POINT (126.97229254565359 37.57168104918171)
402,서울 종로구 사직동 9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,249,8439655,1522-3232,스타벅스 스페이스본점,http://place.map.kakao.com/8439655,서울 종로구 사직로8길 4,126.969217894229,37.5749076511881,POINT (126.969217894229 37.5749076511881)
403,서울 종로구 적선동 156,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,331,1626917734,1522-3232,스타벅스 정부서울청사R점,http://place.map.kakao.com/1626917734,서울 종로구 새문안로5가길 28,126.973678184351,37.5746240156408,POINT (126.973678184351 37.5746240156408)
404,서울 종로구 통의동 35-41,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,189,12690667,1522-3232,스타벅스 경복궁역점,http://place.map.kakao.com/12690667,서울 종로구 자하문로4길 6,126.972676532641,37.5772042362666,POINT (126.972676532641 37.5772042362666)
407,서울 동작구 사당동 147-29,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,331,553348297,1522-3232,스타벅스 이수자이점,http://place.map.kakao.com/553348297,서울 동작구 사당로 300,126.98003251643729,37.48443680378017,POINT (126.98003251643729 37.48443680378017)
408,서울 용산구 이촌동 300-20,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,62,1213146248,1522-3232,스타벅스 이촌점,http://place.map.kakao.com/1213146248,서울 용산구 이촌로 276,126.977267855613,37.5186474971495,POINT (126.977267855613 37.5186474971495)
411,서울 중구 남대문로5가 120,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,143,12108441,1522-3232,스타벅스 남산단암점,http://place.map.kakao.com/12108441,서울 중구 소월로 10,126.975367977524,37.5584028495816,POINT (126.975367977524 37.5584028495816)
412,서울 중구 남대문로5가 212,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,246,2125416235,1522-3232,스타벅스 숭례문SG타워점,http://place.map.kakao.com/2125416235,서울 중구 세종대로 14,126.974412950223,37.5578368202282,POINT (126.974412950223 37.5578368202282)
